4154
-29.54, -10.12, 12.78
-29.43, -10.15, 12.67
-29.46, -10.23, 12.81
-29.32, -10.25, 12.7
-29.34, -10.31, 12.81
-29.2, -10.33, 12.75
-29.21, -10.36, 12.81
-29.06, -10.38, 12.82
-29.21, -10.4, 12.96
-29.06, -10.41, 12.97
-29.06, -10.41, 13.12
-29.21, -10.4, 13.12
-29.06, -10.38, 13.27
-29.21, -10.36, 13.27
-29.2, -10.33, 13.34
-29.34, -10.31, 13.27
-29.32, -10.25, 13.38
-29.46, -10.23, 13.27
-29.43, -10.15, 13.41
-29.54, -10.12, 13.3
-29.55, -10.12, 13.27
-29.61, -10.07, 13.18
-29.58, -10.14, 13.12
-29.66, -10.01, 13.04
-29.58, -10.14, 12.96
-29.61, -10.07, 12.91
-29.55, -10.12, 12.81
-29.48, -10.26, 13.12
-29.36, -10.34, 13.12
-29.48, -10.26, 12.96
-29.36, -10.34, 12.96
-23.31, -6.18, 2.71
-23.25, -6.05, 2.67
-23.24, -6.18, 2.68
-23.1, -6.05, 2.63
-23.09, -6.2, 2.65
-22.94, -6.05, 2.63
-22.94, -6.2, 2.65
-22.79, -6.18, 2.68
-22.78, -6.32, 2.74
-22.73, -6.18, 2.71
-22.68, -6.3, 2.79
-22.79, -6.05, 2.67
-22.79, -6.45, 2.82
-22.65, -6.41, 2.89
-22.76, -6.52, 2.92
-22.94, -6.57, 2.9
-22.89, -6.6, 2.97
-23.02, -6.64, 3.03
-23.09, -6.57, 2.9
-23.15, -6.6, 2.97
-23.28, -6.52, 2.92
-23.25, -6.45, 2.82
-23.39, -6.41, 2.89
-23.36, -6.3, 2.79
-23.25, -6.32, 2.74
-23.1, -6.34, 2.7
-22.94, -6.34, 2.7
-23.1, -6.47, 2.79
-22.94, -6.47, 2.79
-33.14, 0.26, 6.52
-33.21, 0.24, 6.58
-33.17, 0.37, 6.63
-33.29, 0.28, 6.7
-33.27, 0.34, 6.74
-33.35, 0.29, 6.86
-33.4, 0.16, 6.85
-33.4, 0.23, 7.0
-33.43, 0.08, 7.0
-33.42, 0.0, 6.85
-33.43, -0.08, 7.0
-33.4, -0.16, 6.85
-33.4, -0.23, 7.0
-33.35, -0.29, 6.86
-33.29, -0.28, 6.7
-33.27, -0.34, 6.74
-33.17, -0.37, 6.63
-33.21, -0.24, 6.58
-33.14, -0.26, 6.52
-33.15, -0.09, 6.47
-33.09, -0.13, 6.45
-33.03, 0.0, 6.4
-33.16, 0.0, 6.47
-33.15, 0.09, 6.47
-33.28, 0.0, 6.58
-33.26, 0.12, 6.58
-33.36, 0.0, 6.7
-33.35, 0.15, 6.7
-33.09, 0.13, 6.45
-33.35, -0.15, 6.7
-33.26, -0.12, 6.58
-30.69, -1.77, 5.59
-28.25, -3.28, 4.66
-25.8, -4.79, 3.72
-25.76, -4.67, 3.64
-28.2, -3.16, 4.58
-30.65, -1.64, 5.51
-32.42, -2.74, 8.38
-31.48, -5.18, 9.89
-30.55, -7.63, 11.4
-30.47, -7.68, 11.27
-31.4, -5.23, 9.76
-32.34, -2.79, 8.25
-16.71, -10.25, 12.7
-16.6, -10.15, 12.67
-16.58, -10.23, 12.81
-16.5, -10.12, 12.78
-16.48, -10.12, 12.81
-16.42, -10.07, 12.91
-16.45, -10.14, 12.96
-16.38, -10.01, 13.04
-16.45, -10.14, 13.12
-16.42, -10.07, 13.18
-16.48, -10.12, 13.27
-16.5, -10.12, 13.3
-16.58, -10.23, 13.27
-16.6, -10.15, 13.41
-16.71, -10.25, 13.38
-16.7, -10.31, 13.27
-16.84, -10.33, 13.34
-16.83, -10.36, 13.27
-16.97, -10.38, 13.27
-16.82, -10.4, 13.12
-16.97, -10.41, 13.12
-16.97, -10.41, 12.97
-16.82, -10.4, 12.96
-16.97, -10.38, 12.82
-16.83, -10.36, 12.81
-16.84, -10.33, 12.75
-16.7, -10.31, 12.81
-16.55, -10.26, 13.12
-16.68, -10.34, 13.12
-16.55, -10.26, 12.96
-16.68, -10.34, 12.96
-22.89, -6.6, 23.12
-22.94, -6.57, 23.18
-23.02, -6.64, 23.05
-23.09, -6.57, 23.18
-23.15, -6.6, 23.12
-23.28, -6.52, 23.16
-23.25, -6.45, 23.26
-23.39, -6.41, 23.19
-23.36, -6.3, 23.3
-23.25, -6.32, 23.35
-23.31, -6.18, 23.37
-23.24, -6.18, 23.41
-23.25, -6.05, 23.42
-23.1, -6.05, 23.46
-23.09, -6.2, 23.44
-22.94, -6.2, 23.44
-23.1, -6.34, 23.38
-22.94, -6.34, 23.38
-23.1, -6.47, 23.3
-22.94, -6.47, 23.3
-22.76, -6.52, 23.16
-22.79, -6.45, 23.26
-22.78, -6.32, 23.35
-22.79, -6.18, 23.41
-22.94, -6.05, 23.46
-22.65, -6.41, 23.19
-22.68, -6.3, 23.3
-22.73, -6.18, 23.37
-22.79, -6.05, 23.42
-33.27, 0.34, 19.35
-33.29, 0.28, 19.38
-33.17, 0.37, 19.46
-33.21, 0.24, 19.51
-33.14, 0.26, 19.56
-33.15, 0.09, 19.61
-33.09, 0.13, 19.64
-33.03, 0.0, 19.68
-33.16, 0.0, 19.61
-33.15, -0.09, 19.61
-33.28, 0.0, 19.51
-33.26, -0.12, 19.51
-33.36, 0.0, 19.38
-33.35, -0.15, 19.38
-33.42, 0.0, 19.24
-33.4, -0.16, 19.24
-33.43, -0.08, 19.09
-33.4, -0.23, 19.09
-33.35, 0.29, 19.22
-33.4, 0.16, 19.24
-33.35, 0.15, 19.38
-33.4, 0.23, 19.09
-33.43, 0.08, 19.09
-33.35, -0.29, 19.22
-33.29, -0.28, 19.38
-33.21, -0.24, 19.51
-33.27, -0.34, 19.35
-33.17, -0.37, 19.46
-33.14, -0.26, 19.56
-33.09, -0.13, 19.64
-33.26, 0.12, 19.51
-33.43, -0.08, 16.07
-33.43, -0.08, 13.04
-33.43, -0.08, 10.02
-33.43, 0.08, 10.02
-33.43, 0.08, 13.04
-33.43, 0.08, 16.07
-32.34, -2.79, 17.83
-31.4, -5.23, 16.32
-30.47, -7.68, 14.81
-30.55, -7.63, 14.69
-31.48, -5.18, 16.2
-32.42, -2.74, 17.71
-30.65, -1.64, 20.57
-28.2, -3.16, 21.51
-25.76, -4.67, 22.44
-25.8, -4.79, 22.36
-28.25, -3.28, 21.43
-30.69, -1.77, 20.5
-12.6, -0.08, 7.0
-12.64, -0.23, 7.0
-12.64, -0.16, 6.85
-12.69, -0.29, 6.86
-12.75, -0.28, 6.7
-12.76, -0.34, 6.74
-12.87, -0.37, 6.63
-12.82, -0.24, 6.58
-12.9, -0.26, 6.52
-12.94, -0.13, 6.45
-12.89, -0.09, 6.47
-13.01, 0.0, 6.4
-12.87, 0.0, 6.47
-12.89, 0.09, 6.47
-12.77, 0.12, 6.58
-12.82, 0.24, 6.58
-12.75, 0.28, 6.7
-12.87, 0.37, 6.63
-12.76, 0.34, 6.74
-12.94, 0.13, 6.45
-12.9, 0.26, 6.52
-12.69, 0.29, 6.86
-12.64, 0.16, 6.85
-12.69, 0.15, 6.7
-12.67, 0.0, 6.7
-12.76, 0.0, 6.58
-12.77, -0.12, 6.58
-12.64, 0.23, 7.0
-12.6, 0.08, 7.0
-12.62, 0.0, 6.85
-12.69, -0.15, 6.7
-15.39, -1.64, 5.51
-17.83, -3.16, 4.58
-20.28, -4.67, 3.64
-20.23, -4.79, 3.72
-17.79, -3.28, 4.66
-15.34, -1.77, 5.59
-29.54, 10.12, 13.3
-29.43, 10.15, 13.41
-29.46, 10.23, 13.27
-29.32, 10.25, 13.38
-29.34, 10.31, 13.27
-29.2, 10.33, 13.34
-29.21, 10.36, 13.27
-29.06, 10.38, 13.27
-29.21, 10.4, 13.12
-29.06, 10.41, 13.12
-29.06, 10.41, 12.97
-29.21, 10.4, 12.96
-29.06, 10.38, 12.82
-29.21, 10.36, 12.81
-29.2, 10.33, 12.75
-29.34, 10.31, 12.81
-29.32, 10.25, 12.7
-29.46, 10.23, 12.81
-29.43, 10.15, 12.67
-29.54, 10.12, 12.78
-29.55, 10.12, 12.81
-29.61, 10.07, 12.91
-29.58, 10.14, 12.96
-29.66, 10.01, 13.04
-29.58, 10.14, 13.12
-29.61, 10.07, 13.18
-29.55, 10.12, 13.27
-29.48, 10.26, 12.96
-29.36, 10.34, 12.96
-29.48, 10.26, 13.12
-29.36, 10.34, 13.12
-22.89, 6.6, 2.97
-22.94, 6.57, 2.9
-23.02, 6.64, 3.03
-23.09, 6.57, 2.9
-23.15, 6.6, 2.97
-23.28, 6.52, 2.92
-23.25, 6.45, 2.82
-23.39, 6.41, 2.89
-23.36, 6.3, 2.79
-23.25, 6.32, 2.74
-23.31, 6.18, 2.71
-23.24, 6.18, 2.68
-23.25, 6.05, 2.67
-23.1, 6.05, 2.63
-23.09, 6.2, 2.65
-22.94, 6.2, 2.65
-23.1, 6.34, 2.7
-22.94, 6.34, 2.7
-23.1, 6.47, 2.79
-22.94, 6.47, 2.79
-22.76, 6.52, 2.92
-22.79, 6.45, 2.82
-22.78, 6.32, 2.74
-22.79, 6.18, 2.68
-22.94, 6.05, 2.63
-22.65, 6.41, 2.89
-22.68, 6.3, 2.79
-22.73, 6.18, 2.71
-22.79, 6.05, 2.67
-15.34, 1.77, 5.59
-17.79, 3.28, 4.66
-20.23, 4.79, 3.72
-20.28, 4.67, 3.64
-17.83, 3.16, 4.58
-15.39, 1.64, 5.51
-23.1, 3.02, 2.63
-23.1, 0.0, 2.63
-23.1, -3.02, 2.63
-22.94, -3.02, 2.63
-22.94, 0.0, 2.63
-22.94, 3.02, 2.63
-30.65, 1.64, 5.51
-28.2, 3.16, 4.58
-25.76, 4.67, 3.64
-25.8, 4.79, 3.72
-28.25, 3.28, 4.66
-30.69, 1.77, 5.59
-27.81, 9.32, 10.26
-26.3, 8.39, 7.81
-24.79, 7.45, 5.37
-24.66, 7.53, 5.41
-26.17, 8.46, 7.86
-27.68, 9.4, 10.3
-12.9, 0.26, 19.56
-12.82, 0.24, 19.51
-12.87, 0.37, 19.46
-12.75, 0.28, 19.38
-12.76, 0.34, 19.35
-12.69, 0.29, 19.22
-12.64, 0.16, 19.24
-12.64, 0.23, 19.09
-12.6, 0.08, 19.09
-12.62, 0.0, 19.24
-12.6, -0.08, 19.09
-12.64, -0.16, 19.24
-12.64, -0.23, 19.09
-12.69, -0.29, 19.22
-12.75, -0.28, 19.38
-12.76, -0.34, 19.35
-12.87, -0.37, 19.46
-12.82, -0.24, 19.51
-12.9, -0.26, 19.56
-12.89, -0.09, 19.61
-12.94, -0.13, 19.64
-13.01, 0.0, 19.68
-12.87, 0.0, 19.61
-12.89, 0.09, 19.61
-12.76, 0.0, 19.51
-12.77, 0.12, 19.51
-12.67, 0.0, 19.38
-12.69, 0.15, 19.38
-12.94, 0.13, 19.64
-12.69, -0.15, 19.38
-12.77, -0.12, 19.51
-15.34, -1.77, 20.5
-17.79, -3.28, 21.43
-20.23, -4.79, 22.36
-20.28, -4.67, 22.44
-17.83, -3.16, 21.51
-15.39, -1.64, 20.57
-13.62, -2.74, 17.71
-14.55, -5.18, 16.2
-15.49, -7.63, 14.69
-15.57, -7.68, 14.81
-14.63, -5.23, 16.32
-13.7, -2.79, 17.83
-12.6, 0.08, 16.07
-12.6, 0.08, 13.04
-12.6, 0.08, 10.02
-12.6, -0.08, 10.02
-12.6, -0.08, 13.04
-12.6, -0.08, 16.07
-23.31, 6.18, 23.37
-23.25, 6.05, 23.42
-23.24, 6.18, 23.41
-23.1, 6.05, 23.46
-23.09, 6.2, 23.44
-22.94, 6.05, 23.46
-22.94, 6.2, 23.44
-22.79, 6.18, 23.41
-22.78, 6.32, 23.35
-22.73, 6.18, 23.37
-22.68, 6.3, 23.3
-22.79, 6.05, 23.42
-22.79, 6.45, 23.26
-22.65, 6.41, 23.19
-22.76, 6.52, 23.16
-22.94, 6.57, 23.18
-22.89, 6.6, 23.12
-23.02, 6.64, 23.05
-23.09, 6.57, 23.18
-23.15, 6.6, 23.12
-23.28, 6.52, 23.16
-23.25, 6.45, 23.26
-23.39, 6.41, 23.19
-23.36, 6.3, 23.3
-23.25, 6.32, 23.35
-23.1, 6.34, 23.38
-22.94, 6.34, 23.38
-23.1, 6.47, 23.3
-22.94, 6.47, 23.3
-15.39, 1.64, 20.57
-17.83, 3.16, 21.51
-20.28, 4.67, 22.44
-20.23, 4.79, 22.36
-17.79, 3.28, 21.43
-15.34, 1.77, 20.5
-16.84, 10.33, 13.34
-16.83, 10.36, 13.27
-16.97, 10.38, 13.27
-16.82, 10.4, 13.12
-16.97, 10.41, 13.12
-16.82, 10.4, 12.96
-16.97, 10.41, 12.97
-16.97, 10.38, 12.82
-16.83, 10.36, 12.81
-16.84, 10.33, 12.75
-16.7, 10.31, 12.81
-16.71, 10.25, 12.7
-16.58, 10.23, 12.81
-16.6, 10.15, 12.67
-16.5, 10.12, 12.78
-16.48, 10.12, 12.81
-16.42, 10.07, 12.91
-16.45, 10.14, 12.96
-16.38, 10.01, 13.04
-16.45, 10.14, 13.12
-16.42, 10.07, 13.18
-16.48, 10.12, 13.27
-16.5, 10.12, 13.3
-16.58, 10.23, 13.27
-16.6, 10.15, 13.41
-16.71, 10.25, 13.38
-16.7, 10.31, 13.27
-16.68, 10.34, 13.12
-16.55, 10.26, 13.12
-16.68, 10.34, 12.96
-16.55, 10.26, 12.96
-13.7, 2.79, 17.83
-14.63, 5.23, 16.32
-15.57, 7.68, 14.81
-15.49, 7.63, 14.69
-14.55, 5.18, 16.2
-13.62, 2.74, 17.71
-13.62, 2.74, 8.38
-14.55, 5.18, 9.89
-15.49, 7.63, 11.4
-15.57, 7.68, 11.27
-14.63, 5.23, 9.76
-13.7, 2.79, 8.25
-21.25, 7.45, 5.37
-19.74, 8.39, 7.81
-18.23, 9.32, 10.26
-18.35, 9.4, 10.3
-19.86, 8.46, 7.86
-21.37, 7.53, 5.41
-26.04, 10.41, 12.97
-23.02, 10.41, 12.97
-20.0, 10.41, 12.97
-20.0, 10.41, 13.12
-23.02, 10.41, 13.12
-26.04, 10.41, 13.12
-21.37, 7.53, 20.67
-19.86, 8.46, 18.23
-18.35, 9.4, 15.78
-18.23, 9.32, 15.83
-19.74, 8.39, 18.27
-21.25, 7.45, 20.72
-27.68, 9.4, 15.78
-26.17, 8.46, 18.23
-24.66, 7.53, 20.67
-24.79, 7.45, 20.72
-26.3, 8.39, 18.27
-27.81, 9.32, 15.83
-30.69, 1.77, 20.5
-28.25, 3.28, 21.43
-25.8, 4.79, 22.36
-25.76, 4.67, 22.44
-28.2, 3.16, 21.51
-30.65, 1.64, 20.57
-22.94, 3.02, 23.46
-22.94, 0.0, 23.46
-22.94, -3.02, 23.46
-23.1, -3.02, 23.46
-23.1, 0.0, 23.46
-23.1, 3.02, 23.46
-32.34, 2.79, 8.25
-31.4, 4.76, 9.94
-30.47, 7.68, 11.27
-30.55, 7.63, 11.4
-31.48, 5.18, 9.89
-32.42, 2.74, 8.38
-32.42, 2.74, 17.71
-31.48, 5.18, 16.2
-30.55, 7.63, 14.69
-30.47, 7.68, 14.81
-31.4, 5.23, 16.32
-32.34, 2.79, 17.83
-13.7, -2.79, 8.25
-14.63, -5.23, 9.76
-15.57, -7.68, 11.27
-15.49, -7.63, 11.4
-14.55, -5.18, 9.89
-13.62, -2.74, 8.38
-27.81, -9.32, 15.83
-26.3, -8.39, 18.27
-24.79, -7.45, 20.72
-24.66, -7.53, 20.67
-26.17, -8.46, 18.23
-27.68, -9.4, 15.78
-21.25, -7.45, 20.72
-19.74, -8.39, 18.27
-18.23, -9.32, 15.83
-18.35, -9.4, 15.78
-19.86, -8.46, 18.23
-21.37, -7.53, 20.67
-26.04, -10.41, 13.12
-23.02, -10.41, 13.12
-20.0, -10.41, 13.12
-20.0, -10.41, 12.97
-23.02, -10.41, 12.97
-26.04, -10.41, 12.97
-21.37, -7.53, 5.41
-19.86, -8.46, 7.86
-18.35, -9.4, 10.3
-18.23, -9.32, 10.26
-19.74, -8.39, 7.81
-21.25, -7.45, 5.37
